tweet_no	q1_label	q2_label	q3_label	q4_label	q5_label	q6_label	q7_label	tweet_text
898	yes	yes	yes	yes	yes	yes	yes	Ben-Gurion University Israel now rules the world under the cover of an illusion Corona Virus Macro needles leave no scars - this record under the skin can be read by a scanner. Backed by Satan Bill Gates, goal is to test it on humans with measles vaccine soon 👇 I refuse any vaccination I wake up https://t.co/CAqGKl876c https://t.co/sCaexPqcz6
899	yes	no	yes	no	yes	no	yes	Russian Minister: A vaccine against #Corona will be within days, and the most vulnerable groups of medical workers and the elderly will be vaccinated first! https://t.co/ajQzfsl6fp #Arabic
900	yes	no	yes	yes	yes	yes	yes	Impactful mistakes in the Russian Corona vaccine push the chief respiratory doctor to resign #Russia https://t.co/oeRhjpVgCd
901	yes	no	yes	no	yes	no	yes	🛑 Officially,, #Saudi Arabia announces the trial of a vaccine against #Coronavirus 💡 The vaccine is cooperation between #Saudi Arabia and #China, and it skipped the first and second phases and showed high effectiveness with the emergence of antibodies to the virus 🗓 Soon the launch of the third phase in Saudi Arabia 🏛 It includes 5,000 volunteers in Dammam - Riyadh - Mecca https://t.co/KdXbjJW8ZO
902	no					no	no	Have the number of seasonal flu infections decreased in light of the #corona outbreak? Is it advisable to get the seasonal flu vaccination? Dr. Adel Al-Sajwani, member of the National Team for Awareness of Corona, answers this. #Gulf_Newspaper https://t.co/SH0N0d2GUg
903	yes	no	yes	no	no	no	yes	The company that invented the #coronavirus vaccine has reached the third stage of human trials. 30,000 are being tested now. https://t.co/RvP6sHJJWY
904	yes	no	yes	no	yes	yes	yes	Director of the Department of Immunology and Virology at King Faisal Specialist Hospital Ashraf Al-Dada: The production of the Russian vaccine for #Corona depends on the classic method...and testing on 76 people only for a short period is not enough #Arabic https://t.co/g6SIGMOsGY
905	yes	no	yes	no	no	no	yes	The Saudi Ministry of Health 🇸🇦 @SaudiMOH announces cooperation with Cancino 🇨🇳 to conduct clinical trials on the 💉🧬Ad5 vectored COVID-19 vaccination 👥 on no less than 5,000 participants in 📍Riyadh (Health Cluster 1+2) 📍 Dammam (Sharqia Health Cluster) 📍 Makkah (Health Cluster 1) https://t.co/VYwugQKn2E (251) https://t.co/eEGjqFsZcg
906	no					no	no	The name of the Russian vaccine is &quot;Sputnik&quot;, which is the name of the first satellite sent by the Soviet Union into space.. in a message to the United States that &quot;we are ahead of you again&quot;
907	yes	yes	yes	yes	yes	yes	yes	Scientifically, I do not trust a Russian #vaccine even if the first and the last testified to it..and morally this vaccine (if true) is like illegal money; It came by hacking Canadian, American and British experiments on the #coronavirus! Therefore, for this &#39;achievement&#39;, Putin deserves nothing more than what any pirate deserves! #Russia https://t.co/7RH0rucEpG
908	yes	yes	yes	no	yes	no	yes	#Important 🔴 . . While scientists in Russia and Britain are racing to find an effective vaccine .. #China explodes a surprise: we have started using a vaccine against #Corona (Covid 19), despite the incompleteness of the imposed clinical trials. (Okaz) . . https://t.co/2FCX1KtCV6
909	yes	yes	yes	yes	yes	yes	yes	🌐 After the end of the Hajj season this year, a vaccine for the Corona virus will be discovered, because the most important goals of the Corona virus are to disrupt the Hajj, and next year they will have a new excuse to disrupt the Hajj, and so God is the helper.
910	no					no	yes	Two frequently asked questions... 🔴 &quot;When is the Covid-19 vaccination approved and released?&quot; 💉 ✅ The answer is in the quoted tweet dating back to June 2 🔴 &quot;When is a drug approved?&quot; 💉💊 ✅ The medicine, God willing, before vaccination https://t. co/FTJlqYcNs2
911	yes	yes	yes	yes	yes	yes	yes	Their justifications before the disaster and to obtain immunity from non-claims or complaints against the producing companies in the event of any side effects.. For the first time in human history, a vaccine has been launched without any experience and without knowing the components and without studying the virus, the percentage of healthy people of it is 99% and more.. https:/ /t.co/rTokoVyHy6
912	no					no	no	An Iranian vaccine 😄 I expect it is a diluted Dettol with a little saffron.. the goodness is from the existing and I promise wellness https://t.co/x34ju3eDcm
913	no					no	yes	Please share, please, if you are a resident of Kuwait 🌹 If there is a “vaccination” against the Corona virus in Kuwait now:
914	yes	yes	yes	yes	yes	yes	yes	An emergency for Iran&#39;s mercenaries (Houthis) these days after the secrets of the Corona virus vaccine were leaked, which was discovered by the supervisor, Taha Al-Mutawakkil..! Lengthy meetings from yesterday in which they are looking for an answer to a question: How were the secrets of the vaccine leaked to Russia?!
915	no					no	yes	#urgent | The Minister of Health: Extending distance education if there is no vaccine for Corona
916	yes	yes	yes	yes	yes	yes	yes	#Putin_Russia_Declaration of a Vaccine Against #Corona is evidence of Trump and America&#39;s failure, their policies, experiences and development, and this will cause the inevitable collapse of America and Trump at the global health and economic level
917	yes	no	yes	yes	yes	yes	yes	An illustration of the principle of &quot;herd immunity&quot; when there are no people who have immunity due to a previous infection or vaccination (blue box) the infection spreads as shown in the left and center when the percentage of people with previous immunity reaches 80% .. the spread of infection subsides almost completely # Corona #Covid_19 https://t.co/AatcJvCOpC
918	yes	yes	yes	yes	yes	yes	yes	🔴 Actual: There are vaccines for #Corona, which have reached a more advanced stage than the Russian vaccine, and have not been announced‼️ #Covid_19 #Saudi Arabia
919	yes	no	yes	no	no	no	yes	The head of the Department of Health receives the inactive Chinese covid vaccination as part of the final phase study on the vaccine https://t.co/Ar0YFfoBFK
920	yes	no	yes	no	no	no	no	The Minister of Health: - The Kingdom is keen to provide the anti-Corona vaccine as soon as its safety is confirmed. - Coordination is made with countries that conduct research; To reach the vaccine.. - We do not adopt any vaccine without ensuring its complete safety. . #Coronavirus https://t.co/mU2kSlPNGz
921	yes	no	yes	no	yes	no	yes	Russian President Vladimir Putin announced that his country has developed the &quot;first&quot; vaccine against the emerging corona, stressing that it provides &quot;sustainable immunity.&quot; He confirmed that one of his daughters received the vaccine, which was developed by the Nikolai Gamalia Research Center in Epidemiology and Microbiology in cooperation with the Russian Defense. https://t.co/CXfELpBiiv #France_Press https://t.co/Nz9JuGnWAO
922	yes	no	yes	no	yes	no	yes	Al-Abdali: We are observing a significant decrease in critical cases, and the launch of tests for the #Corona vaccine soon. https://t.co/WLVAmBZnpJ https://t.co/tBOhOgj4Pz
923	yes	yes	yes	yes	yes	yes	yes	With the announcement of the first official vaccine outside the evil system of #Bill_ Gates and his aides in the World Health and the Vaccine Organization Jaffe, we say congratulations to mankind for this achievement, and we hope that the vaccine will draw an end to this epidemic and their plans and their quest to adopt vaccination with devastating RNA vaccines 🔻 https://t.co/XlnPw6zPfq
924	yes	no	yes	no	no	no	yes	Russian President Vladimir Putin announces the registration of the world&#39;s first corona vaccine.. #Corona #Russia https://t.co/LoXYLlsq75
925	yes	no	yes	no	yes	no	no	The #Coronavirus vaccine, which was made by the German company #Biontech, will be available in German pharmacies starting next October.
926	yes	no	yes	no	yes	no	yes	More than 100 potential vaccines are being developed worldwide in an effort to stop the Corona epidemic. The World Health Organization indicates that at least four vaccines have reached the last third stage of human trials, three in China and one in Britain.
927	yes	yes	yes	yes	yes	yes	yes	How long will immunity last after infection with COVID-19? For those recovering from COVID-19, new research shows that immunity to the virus may last at least 3 months. Unlike vaccinations for other diseases that you are vaccinated against, the COVID-19 vaccine will not help you as long as your immunity is short-lived.
928	yes	no	yes	no	no	no	yes	After Russia revealed its Corona vaccine, the Russian Energy Minister was infected with the virus https://t.co/0sEKv7VeS3
929	no					no	no	God willing, I will be on the screen of #Russia today in the ten pm news bulletin. The topic is about the Russian #Corona #Covid_19 vaccine that was recently announced. From my opinion as a doctor and specialist, how do we see this media, political and economic news related to #Health @RTarabic
930	yes	no	yes	no	no	no	yes	🔸️ Breaking news.. Russia announces the discovery of the first vaccine against the emerging corona virus 👇 https://t.co/PrgIWAQq8c
931	yes	no	yes	no	yes	no	yes	A few days ago, the Ministry of Health announced the signing of an agreement between Egypt and China to manufacture vaccines against the Corona virus, which will begin next month, with Egypt becoming a center for vaccine production in Africa. #Corona #covid19 https://t.co/gqpZdWonaC
932	yes	no	yes	no	no	no	no	Wear your mask! Alina, 10, proudly shows her mask in Sudan. The COVID-19 pandemic is not over yet. Until we get vaccines or drugs to stop the virus, mask wearing, physical distancing and hand washing are the best tools we have. Let&#39;s all do our part! #Maskwearingweek! #Don&#39;t forget the mask😷 https://t.co/crBsVLtAae
933	no					yes	yes	@alqabas How did they know that it gives immunity for two years if the vaccine itself didn&#39;t take two years to try it? A clear charlatan in order to make a quick profit #Corona #Cooperation #Covid19
